 -7.5790498e+003 -3.4928177e+004 -3.2289073e+004 -1.7724147e+002 -5.6728320e+002  1.6456731e+005
 -6.1576490e+003 -2.8989699e+004 -3.1261025e+004  1.2502105e+002  1.2494991e+002  1.6807666e+005
 -1.1031463e+004 -1.6936868e+004 -3.1177385e+004  8.6440603e+002  1.0160364e+003  1.6452124e+005
 -2.5423106e+003 -1.8348446e+004 -3.1085960e+004  6.2262491e+002  1.5994737e+003  1.6555662e+005
  1.3895759e+003 -2.4223137e+004 -3.1010352e+004  3.2048622e+002  1.1183420e+003  1.6839452e+005
 -7.8081095e+003 -1.9870654e+004 -3.0992816e+004  5.6025143e+002  1.1723518e+003  1.6611684e+005
  9.9374766e+003 -1.0454872e+003 -3.0364954e+004  9.0359318e+002 -9.2423291e+002  1.6281013e+005
  1.0631524e+004 -1.2548504e+004 -2.8402511e+004 -1.4281454e+002 -3.2586363e+002  1.7960749e+005
  1.8049878e+004  4.3377686e+002 -2.9660105e+004 -2.4733108e+002  2.4575203e+002  1.6750145e+005
 -9.6453714e+003 -8.5477024e+003 -2.8768098e+004 -2.3317289e+002 -6.3884900e+001  1.7107382e+005
 -1.7131672e+004  6.1154030e+003 -2.8016762e+004  9.3315651e+001 -1.7260182e+002  1.9781706e+005
 -1.5013740e+004  2.9719681e+003 -2.8609493e+004  4.2982436e+001 -1.1667330e+002  1.7914937e+005
 -1.4633318e+004 -9.5075361e+003 -2.8847334e+004  2.2087229e+002 -8.3303197e+001  1.7248210e+005
  3.5413326e+003  8.8961509e+003 -2.7199191e+004  8.2645393e+002  6.3423726e+002  2.0716472e+005
  2.7494436e+003  4.7846295e+003 -2.8259138e+004 -5.4413042e+002 -2.0017540e+002  1.7996059e+005
  2.1113678e+004 -2.4764464e+003 -3.0933800e+004 -1.5607585e+003  4.8920970e+002  1.6709996e+005
  1.5682777e+004  7.7480799e+003 -2.7870988e+004  4.6255949e+002  3.1500786e+002  1.9424436e+005
  1.4181165e+003 -1.8822335e+004 -2.8041876e+004 -4.3596757e+002  3.0100806e+002  1.9753412e+005
 -5.6227578e+003 -1.0503688e+004 -2.7915529e+004 -6.6859206e+002 -4.1294511e+002  1.9827929e+005
 -1.4692153e+002 -4.8392349e+003 -2.7367376e+004 -1.8670171e+002 -6.4514627e+002  2.0393859e+005
 -8.7155959e+003 -9.1088609e+002 -2.9115316e+004 -3.3201166e+002  1.0826497e+003  1.7120076e+005
 -1.4939758e+004 -9.3401734e+003 -2.8830043e+004  1.8677642e+002 -1.0344659e+002  1.7289788e+005
 -1.3711601e+004 -4.4527084e+003 -2.7624965e+004  9.3183189e+001 -1.2910937e+002  2.0288657e+005
 -1.8294887e+004  1.0963318e+003 -2.7786064e+004  4.4340671e+002 -1.9150031e+002  2.0141728e+005
 -1.0995158e+004 -9.7276349e+002 -2.7624077e+004  7.9292933e+002  2.0440362e+002  2.0358486e+005
  8.1821228e+002 -7.4562147e+003 -2.7784193e+004 -9.5071909e+002  1.3829817e+003  2.0306584e+005
 -1.4876576e+004 -7.5709370e+003 -2.8538043e+004  1.0775370e+003  6.8466930e+002  1.9232859e+005
 -4.5452723e+003 -6.3255623e+002 -2.7820155e+004  2.5270597e+002  1.4973928e+003  2.0241742e+005
  7.3702643e+003  3.5491769e+003 -2.7306395e+004  1.0447850e+003  5.2606713e+002  2.0527472e+005
  1.5204561e+004  3.7042285e+002 -2.7794435e+004 -7.9419391e+002 -2.6988123e+002  2.0094561e+005
 -1.6713421e+001 -1.9609839e+003 -2.8574269e+004 -8.1496976e+002  2.0294837e+002  1.7358808e+005
  6.1673025e+002  1.2613013e+004 -2.7382740e+004  5.4245376e+002  1.1626850e+003  2.0656460e+005
 -3.7152486e+003 -3.3461445e+002 -2.6588979e+004  9.2636777e+002  5.7228807e+002  2.0329847e+005
  9.1767611e+002 -1.4329083e+004 -2.8677259e+004 -6.8834674e+002  7.7975249e+002  1.8219327e+005
  1.3660580e+003 -5.4066008e+003 -2.9270085e+004  1.1199868e+003 -8.6983056e+002  1.7611021e+005
 -1.0801532e+003 -6.7582102e+003 -2.7491475e+004 -4.7246952e+002  1.2890382e+003  2.0574023e+005
  1.4683569e+003 -1.8359845e+003 -2.5808522e+004  4.6404455e+002  1.4949860e+002  1.9958566e+005
  3.2279797e+003  1.5324785e+004 -2.8045089e+004 -5.1922871e+002  9.4110827e+002  1.9461347e+005
  2.1498214e+003  2.4037715e+002 -2.5917389e+004  2.3861292e+002 -6.4986581e+002  1.9930612e+005
  4.3229604e+002  4.1368722e+003 -2.8311464e+004 -1.1129474e+003  2.9584701e+002  1.8293411e+005
  1.5050570e+003  1.6848704e+003 -2.6366162e+004 -1.9764118e+002 -6.5026193e+001  2.0145368e+005
  5.6477155e+003  2.1603166e+003 -2.6138582e+004  1.3193744e+002 -1.5756312e+002  2.0016481e+005
 -6.6733099e+003 -4.3854676e+002 -2.6713947e+004  8.0560820e+002  4.5863801e+001  2.0526751e+005
 -5.8033767e+003  5.4751910e+003 -2.7486731e+004 -2.3764827e+001 -1.3467023e+002  2.0433286e+005
 -3.0301857e+003  8.4884089e+003 -2.8432936e+004 -9.2886577e+002  2.4676404e+002  1.7873410e+005
  1.1095457e+003  1.4732691e+004 -2.8516594e+004 -9.2649469e+002 -9.7284828e+002  1.9163672e+005
 -2.8042461e+003  5.5223975e+003 -2.7578326e+004  2.7238182e+002  1.3027851e+003  2.0520102e+005
  1.1491460e+004  6.5692861e+003 -2.8096622e+004 -3.3545894e+001 -1.4145441e+002  1.8524807e+005
 -6.9895913e+002  2.7430514e+003 -2.8544487e+004 -4.4610529e+002 -1.3639559e+000  1.7203615e+005
 -3.9791789e+003  1.3364504e+004 -2.9726983e+004 -2.4769892e+002  2.1843944e+003  1.8298361e+005
  4.3335052e+003  6.3392434e+003 -2.7046614e+004  2.7781069e+002 -2.4094276e+002  2.0841752e+005
 -3.5023746e+003  9.2044968e+003 -2.7513622e+004 -5.5353319e+001  1.3339528e+003  2.0655790e+005
 -8.5096292e+003 -3.2967527e+003 -2.6763098e+004  8.4480080e+001  2.9912697e+002  2.0491964e+005
  7.1235319e+003  5.5619646e+003 -2.8258836e+004 -4.3657249e+002 -2.2649883e+002  1.7910576e+005
 -1.8666066e+004 -7.4474054e+003 -2.8313203e+004  7.3470536e+002  3.7788254e+002  1.9463256e+005
  2.7076725e+003  9.3882150e+003 -2.7214346e+004  7.7777469e+002  6.2995170e+002  2.0694861e+005
 -6.9214139e+003  6.9192409e+003 -2.7416868e+004  3.9580812e+002 -7.7827089e+002  2.0504713e+005
